,location,total_sqft,bath,price,bedroom,pricepersqft
5430,Padmanabhanagar,1350.0,3.0,71.55,3,5300.0
5431,Padmanabhanagar,1360.0,3.0,75.0,3,5514.705882352941
5432,Padmanabhanagar,1100.0,2.0,60.0,2,5454.545454545455
5433,Padmanabhanagar,2051.0,3.0,180.0,3,8776.206728425159
5434,Padmanabhanagar,2051.0,3.0,170.0,3,8288.639687957095
5435,Pai Layout,1006.0,2.0,35.0,2,3479.1252485089462
5436,Pai Layout,1550.0,2.0,90.0,3,5806.451612903225
5437,Pai Layout,1050.0,2.0,40.0,2,3809.5238095238096
5438,Pai Layout,1400.0,2.0,67.0,3,4785.714285714285
5439,Pai Layout,1100.0,2.0,50.0,2,4545.454545454545
5440,Pai Layout,1255.0,2.0,80.0,2,6374.501992031873
5441,Pai Layout,1075.0,2.0,35.0,2,3255.813953488372
5442,Pai Layout,1400.0,2.0,57.5,2,4107.142857142857
5443,Pai Layout,1175.0,2.0,60.0,2,5106.382978723404
5444,Pai Layout,810.0,2.0,34.5,2,4259.259259259259
5445,Pai Layout,1000.0,2.0,34.0,2,3400.0
5446,Pai Layout,1000.0,2.0,42.0,2,4200.0
5447,Pai Layout,3800.0,6.0,175.0,6,4605.263157894737
5448,Pai Layout,1068.0,2.0,48.0,2,4494.38202247191
5449,Pai Layout,1510.0,2.0,65.0,3,4304.635761589404
5450,Pai Layout,1500.0,2.0,58.0,3,3866.6666666666665
5451,Pai Layout,1600.0,2.0,65.0,3,4062.5
5452,Panathur,1359.0,2.0,87.0,2,6401.766004415011
5453,Panathur,1438.0,2.0,100.0,2,6954.102920723227
5454,Panathur,1688.0,3.0,118.0,3,6990.521327014218
5455,Panathur,1695.0,3.0,90.0,3,5309.734513274337
5456,Panathur,1198.0,2.0,77.0,2,6427.378964941569
5457,Panathur,1180.0,2.0,70.0,2,5932.203389830508
5458,Panathur,1546.0,3.0,99.0,3,6403.622250970246
5459,Panathur,1370.0,2.0,75.0,3,5474.4525547445255
5460,Panathur,1000.0,2.0,65.3,2,6530.0
5461,Panathur,1109.0,2.0,63.0,2,5680.793507664563
5462,Panathur,1000.0,2.0,68.0,2,6800.0
5463,Panathur,1255.0,2.0,79.0,2,6294.820717131474
5464,Panathur,1205.0,2.0,62.9,2,5219.9170124481325
5465,Panathur,1198.0,2.0,82.0,2,6844.741235392321
5466,Panathur,1235.0,2.0,65.0,2,5263.1578947368425
5467,Panathur,1210.0,2.0,80.0,2,6611.570247933884
5468,Panathur,1210.0,2.0,77.0,2,6363.636363636364
5469,Panathur,661.0,1.0,40.0,1,6051.437216338881
5470,Panathur,1210.0,2.0,78.0,2,6446.280991735537
5471,Panathur,1861.0,3.0,92.0,3,4943.5787211176785
5472,Panathur,1050.0,2.0,60.0,2,5714.285714285715
5473,Panathur,1398.0,2.0,97.0,2,6938.483547925608
5474,Panathur,1065.0,2.0,58.0,2,5446.0093896713615
5475,Panathur,1007.0,2.0,64.0,2,6355.511420059583
5476,Panathur,1210.0,2.0,77.93,2,6440.495867768595
5477,Panathur,1230.0,2.0,80.0,2,6504.065040650406
5478,Panathur,980.0,2.0,57.0,2,5816.326530612245
5479,Panathur,1075.0,2.0,60.0,2,5581.395348837209
5480,Panathur,1210.0,2.0,69.0,2,5702.479338842975
5481,Panathur,1343.0,2.0,76.0,2,5658.972449739389
5482,Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
5483,Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
5484,Parappana Agrahara,1194.0,2.0,46.0,2,3852.5963149078725
5485,Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
5486,Parappana Agrahara,1194.0,2.0,46.0,2,3852.5963149078725
5487,Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
5488,Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
5489,Parappana Agrahara,1092.0,2.0,43.0,2,3937.7289377289376
5490,Parappana Agrahara,1194.0,2.0,45.0,2,3768.8442211055276
5491,Parappana Agrahara,1200.0,1.0,45.0,1,3750.0
5492,Parappana Agrahara,1194.0,2.0,46.0,2,3852.5963149078725
5493,Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
5494,Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
5495,Parappana Agrahara,1194.0,2.0,46.0,2,3852.5963149078725
5496,Parappana Agrahara,1194.0,2.0,46.0,2,3852.5963149078725
5497,Pattandur Agrahara,1550.0,2.0,80.0,3,5161.290322580645
5498,Pattandur Agrahara,1025.0,2.0,44.5,2,4341.463414634146
5499,Pattandur Agrahara,1247.0,2.0,59.8,2,4795.50922213312
5500,Pattandur Agrahara,900.0,2.0,42.0,2,4666.666666666667
5501,Pattandur Agrahara,1302.0,2.0,66.0,2,5069.124423963133
5502,Pattandur Agrahara,1550.0,2.0,80.0,3,5161.290322580645
5503,Pattandur Agrahara,1247.0,2.0,62.35,2,5000.0
5504,Pattandur Agrahara,1350.0,2.0,68.0,2,5037.037037037037
5505,Poorna Pragna Layout,920.0,2.0,39.55,2,4298.91304347826
5506,Poorna Pragna Layout,1475.0,2.0,58.99,3,3999.322033898305
5507,Poorna Pragna Layout,1270.0,2.0,50.79,3,3999.212598425197
5508,Poorna Pragna Layout,1160.0,2.0,46.39,2,3999.137931034483
5509,Poorna Pragna Layout,1270.0,2.0,50.79,3,3999.212598425197
5510,Poorna Pragna Layout,1270.0,2.0,50.79,3,3999.212598425197
5511,Poorna Pragna Layout,965.0,2.0,48.0,2,4974.093264248705
5512,Poorna Pragna Layout,1355.0,2.0,58.25,3,4298.89298892989
5513,Poorna Pragna Layout,1355.0,2.0,58.27,3,4300.369003690037
5514,Poorna Pragna Layout,1475.0,2.0,58.99,3,3999.322033898305
5515,Poorna Pragna Layout,1270.0,2.0,50.79,3,3999.212598425197
5516,Poorna Pragna Layout,1160.0,2.0,46.39,2,3999.137931034483
5517,Poorna Pragna Layout,1270.0,2.0,50.79,3,3999.212598425197
5518,Poorna Pragna Layout,1160.0,2.0,46.39,2,3999.137931034483
5519,Poorna Pragna Layout,1475.0,2.0,58.99,3,3999.322033898305
5520,Poorna Pragna Layout,1270.0,2.0,50.79,3,3999.212598425197
5521,Poorna Pragna Layout,960.0,2.0,50.0,2,5208.333333333333
5522,Poorna Pragna Layout,1270.0,2.0,50.79,3,3999.212598425197
5523,Prithvi Layout,2028.0,4.0,162.0,4,7988.165680473373
5524,Prithvi Layout,1352.0,2.0,87.5,2,6471.89349112426
5525,Prithvi Layout,1190.0,2.0,68.0,2,5714.285714285715
5526,Prithvi Layout,1352.0,2.0,85.0,2,6286.98224852071
5527,Prithvi Layout,1352.0,2.0,75.0,2,5547.337278106509
5528,Prithvi Layout,2273.0,4.0,220.0,3,9678.838539375274
5529,Prithvi Layout,1352.0,3.0,93.0,2,6878.698224852071
5530,Prithvi Layout,2273.0,4.0,192.0,3,8446.986361636604
5531,Prithvi Layout,1352.0,2.0,72.0,2,5325.443786982249
5532,Prithvi Layout,2100.0,3.0,125.0,3,5952.380952380952
5533,R.T. Nagar,1500.0,4.0,70.0,4,4666.666666666667
5534,R.T. Nagar,1200.0,2.0,120.0,2,10000.0
5535,R.T. Nagar,1560.0,3.0,85.0,3,5448.717948717948
5536,R.T. Nagar,1040.0,2.0,46.0,2,4423.076923076923
5537,R.T. Nagar,1200.0,2.0,45.0,2,3750.0
5538,R.T. Nagar,1235.0,2.0,65.0,2,5263.1578947368425
5539,R.T. Nagar,1140.0,3.0,130.0,3,11403.508771929824
5540,R.T. Nagar,970.0,2.0,55.0,2,5670.103092783505
5541,R.T. Nagar,1560.0,3.0,125.0,3,8012.820512820513
5542,R.T. Nagar,1200.0,2.0,60.0,2,5000.0
5543,R.T. Nagar,1680.0,3.0,72.0,3,4285.714285714285
5544,R.T. Nagar,1400.0,2.0,78.0,3,5571.428571428572
5545,R.T. Nagar,1200.0,3.0,140.0,3,11666.666666666666
5546,R.T. Nagar,1100.0,3.0,125.0,2,11363.636363636364
5547,R.T. Nagar,1150.0,2.0,72.0,2,6260.869565217391
5548,R.T. Nagar,1500.0,4.0,185.0,4,12333.333333333334
5549,R.T. Nagar,3600.0,8.0,165.0,9,4583.333333333333
5550,R.T. Nagar,1080.0,2.0,48.0,2,4444.444444444444
5551,R.T. Nagar,1325.0,2.0,52.0,2,3924.5283018867926
5552,R.T. Nagar,1800.0,3.0,120.0,4,6666.666666666667
5553,R.T. Nagar,1300.0,3.0,145.0,3,11153.846153846154
5554,R.T. Nagar,1500.0,2.0,70.0,3,4666.666666666667
5555,R.T. Nagar,1100.0,2.0,85.0,2,7727.272727272727
5556,R.T. Nagar,1667.0,3.0,130.0,3,7798.440311937612
5557,Rachenahalli,1050.0,2.0,52.07,2,4959.047619047619
5558,Rachenahalli,1530.0,2.0,74.5,3,4869.281045751634
5559,Rachenahalli,1050.0,2.0,55.5,2,5285.714285714285
5560,Rachenahalli,1530.0,2.0,74.4,3,4862.745098039216
5561,Rachenahalli,1050.0,2.0,53.5,2,5095.238095238095
5562,Rachenahalli,1530.0,2.0,74.39,3,4862.091503267974
5563,Rachenahalli,1220.0,2.0,59.5,2,4877.049180327869
5564,Rachenahalli,1050.0,2.0,52.5,2,5000.0
5565,Rachenahalli,1550.0,3.0,73.5,3,4741.935483870968
5566,Rachenahalli,1050.0,2.0,52.1,2,4961.9047619047615
5567,Rachenahalli,1050.0,2.0,53.5,2,5095.238095238095
5568,Rachenahalli,1113.0,2.0,55.0,2,4941.599281221923
5569,Rachenahalli,3657.0,5.0,220.0,4,6015.859994531036
5570,Rachenahalli,1550.0,3.0,74.5,3,4806.451612903225
5571,Rachenahalli,1530.0,2.0,74.4,3,4862.745098039216
5572,Rachenahalli,1530.0,2.0,74.5,3,4869.281045751634
5573,Rachenahalli,680.0,1.0,32.64,1,4800.0
5574,Rachenahalli,412.5,1.0,19.8,1,4800.0
5575,Rachenahalli,1050.0,2.0,52.5,2,5000.0
5576,Rachenahalli,1550.0,3.0,72.5,3,4677.419354838709
5577,Rachenahalli,1530.0,2.0,74.4,3,4862.745098039216
5578,Rachenahalli,690.0,1.0,39.8,1,5768.115942028985
5579,Rachenahalli,1050.0,2.0,47.25,2,4500.0
5580,Rachenahalli,1050.0,2.0,55.5,2,5285.714285714285
5581,Rachenahalli,985.0,2.0,49.97,2,5073.096446700508
5582,Rachenahalli,1050.0,2.0,52.5,2,5000.0
5583,Rachenahalli,1050.0,2.0,52.08,2,4960.0
5584,Rachenahalli,1550.0,3.0,72.5,3,4677.419354838709
5585,Rachenahalli,1050.0,2.0,52.07,2,4959.047619047619
5586,Rachenahalli,1530.0,2.0,74.4,3,4862.745098039216
5587,Rachenahalli,1050.0,2.0,52.08,2,4960.0
5588,Rachenahalli,985.0,2.0,49.97,2,5073.096446700508
5589,Rachenahalli,1856.0,3.0,106.0,3,5711.206896551724
5590,Rachenahalli,1050.0,2.0,52.5,2,5000.0
5591,Rachenahalli,985.0,2.0,50.17,2,5093.401015228426
5592,Rachenahalli,2600.0,3.0,160.0,3,6153.846153846154
5593,Rachenahalli,1550.0,3.0,68.5,3,4419.354838709677
5594,Rachenahalli,1550.0,2.0,73.5,3,4741.935483870968
5595,Rachenahalli,985.0,2.0,50.17,2,5093.401015228426
5596,Rachenahalli,1050.0,2.0,52.71,2,5020.0
5597,Raja Rajeshwari Nagar,1540.0,3.0,60.0,3,3896.103896103896
5598,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3,3389.84051978736
5599,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2,3389.96138996139
5600,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2,3999.126637554585
5601,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2,3389.7110641296686
5602,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2,4283.397683397683
5603,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2,4330.979699911739
5604,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2,3853.211009174312
5605,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2,5348.412698412699
5606,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2,3378.6152497808935
5607,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2,4332.456140350877
5608,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2,4281.657712970069
5609,Raja Rajeshwari Nagar,600.0,1.0,22.0,1,3666.6666666666665
5610,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3,4206.572769953052
5611,Raja Rajeshwari Nagar,500.0,1.0,25.0,1,5000.0
5612,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2,3381.4523184601926
5613,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3,4596.273291925466
5614,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2,5882.35294117647
5615,Raja Rajeshwari Nagar,1693.0,3.0,57.39,3,3389.84051978736
5616,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2,5050.079491255962
5617,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2,3390.0709219858154
5618,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2,4649.956784788245
5619,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2,3999.15611814346
5620,Raja Rajeshwari Nagar,1530.0,3.0,57.0,3,3725.4901960784314
5621,Raja Rajeshwari Nagar,1530.0,3.0,61.2,3,4000.0
5622,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2,4854.368932038835
5623,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2,3369.7552447552443
5624,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2,4306.8561872909695
5625,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3,5605.095541401274
5626,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2,5222.602739726028
5627,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2,4281.010719754977
5628,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3,4227.611940298508
5629,Raja Rajeshwari Nagar,1530.0,3.0,51.87,3,3390.1960784313724
5630,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3,4952.380952380952
5631,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2,2916.6666666666665
5632,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2,3390.095569070374
5633,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3,4140.127388535032
5634,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3,3389.8734177215188
5635,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2,4276.755852842809
5636,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2,3382.663847780127
5637,Raja Rajeshwari Nagar,1560.0,2.0,62.4,3,4000.0
5638,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2,5405.405405405405
5639,Raja Rajeshwari Nagar,648.0,1.0,31.75,1,4899.691358024691
5640,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2,5000.0
5641,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2,3381.578947368421
5642,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2,3999.0825688073396
5643,Raja Rajeshwari Nagar,1530.0,3.0,51.77,3,3383.6601307189544
5644,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2,4105.571847507332
5645,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2,4672.897196261682
5646,Raja Rajeshwari Nagar,1510.0,2.0,59.0,3,3907.2847682119204
5647,Raja Rajeshwari Nagar,4800.0,8.0,225.0,8,4687.5
5648,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2,4325.354609929078
5649,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2,3382.004735595896
5650,Raja Rajeshwari Nagar,550.0,1.0,21.0,1,3818.181818181818
5651,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2,3388.3928571428573
5652,Raja Rajeshwari Nagar,1608.0,2.0,85.0,2,5286.0696517412935
5653,Raja Rajeshwari Nagar,1210.0,2.0,45.0,2,3719.00826446281
5654,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2,4295.967741935484
5655,Raja Rajeshwari Nagar,1395.0,2.0,72.0,3,5161.290322580645
5656,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2,3862.6609442060085
5657,Raja Rajeshwari Nagar,1288.0,2.0,70.0,3,5434.782608695652
5658,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2,3390.1785714285716
5659,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2,3390.3508771929824
5660,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2,3500.4566210045664
5661,Raja Rajeshwari Nagar,1420.0,2.0,60.0,3,4225.352112676056
5662,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2,3389.869531849578
5663,Raja Rajeshwari Nagar,1580.0,3.0,53.56,3,3389.8734177215188
5664,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2,3389.8734177215188
5665,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2,4321.929824561404
5666,Raja Rajeshwari Nagar,1430.0,2.0,50.0,3,3496.5034965034965
5667,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2,3500.4566210045664
5668,Raja Rajeshwari Nagar,1235.0,2.0,75.0,2,6072.8744939271255
5669,Raja Rajeshwari Nagar,1280.0,3.0,57.6,3,4500.0
5670,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2,4281.657712970069
5671,Raja Rajeshwari Nagar,1162.0,2.0,65.0,2,5593.803786574871
5672,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2,3390.114739629302
5673,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2,4257.167680278019
5674,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2,4289.6606156274665
5675,Raja Rajeshwari Nagar,1550.0,3.0,52.45,3,3383.8709677419356
5676,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2,4545.454545454545
5677,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2,3389.8734177215188
5678,Raja Rajeshwari Nagar,1751.0,3.0,72.0,3,4111.936036550543
5679,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2,3382.08269525268
5680,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2,3381.2709030100336
5681,Raja Rajeshwari Nagar,1178.0,2.0,75.0,2,6366.723259762309
5682,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2,3546.099290780142
5683,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2,3388.3579496090356
5684,Raja Rajeshwari Nagar,1375.0,2.0,54.99,3,3999.2727272727275
5685,Raja Rajeshwari Nagar,1525.0,2.0,99.13,3,6500.327868852459
5686,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2,4528.301886792453
5687,Raja Rajeshwari Nagar,3900.0,6.0,195.0,6,5000.0
5688,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2,4325.354609929078
5689,Raja Rajeshwari Nagar,1400.0,2.0,48.0,3,3428.5714285714284
5690,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2,4273.504273504273
5691,Raja Rajeshwari Nagar,1625.0,2.0,54.0,3,3323.076923076923
5692,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2,4316.455696202532
5693,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2,4292.4302788844625
5694,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2,4257.928118393234
5695,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3,4216.184288245718
5696,Raja Rajeshwari Nagar,3600.0,9.0,240.0,9,6666.666666666667
5697,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,3389.632107023411
5698,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,3389.632107023411
5699,Raja Rajeshwari Nagar,1630.0,3.0,60.65,3,3720.8588957055213
5700,Raja Rajeshwari Nagar,1531.0,3.0,51.77,3,3381.4500326583934
5701,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2,6034.482758620689
5702,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2,3386.5842894969105
5703,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2,4271.929824561404
5704,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2,3390.3508771929824
5705,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2,3381.578947368421
5706,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2,4283.397683397683
5707,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2,3530.45013239188
5708,Raja Rajeshwari Nagar,1510.0,2.0,55.0,3,3642.384105960265
5709,Raja Rajeshwari Nagar,1550.0,3.0,86.8,3,5600.0
5710,Raja Rajeshwari Nagar,1400.0,2.0,45.0,2,3214.285714285714
5711,Raja Rajeshwari Nagar,1110.0,2.0,52.0,2,4684.684684684685
5712,Raja Rajeshwari Nagar,1580.0,3.0,83.74,3,5299.999999999999
5713,Raja Rajeshwari Nagar,1608.0,3.0,54.51,3,3389.9253731343283
5714,Raja Rajeshwari Nagar,1640.0,3.0,86.8,3,5292.682926829269
5715,Raja Rajeshwari Nagar,1500.0,3.0,51.04,3,3402.6666666666665
5716,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2,4316.455696202532
5717,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2,3389.96138996139
5718,Raja Rajeshwari Nagar,1279.0,2.0,53.76,3,4203.283815480844
5719,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,3389.632107023411
5720,Raja Rajeshwari Nagar,1240.0,2.0,40.54,2,3269.3548387096776
5721,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2,5229.357798165138
5722,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2,3390.3225806451615
5723,Raja Rajeshwari Nagar,1757.0,3.0,98.0,3,5577.689243027889
5724,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3,4183.006535947712
5725,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3,4650.283553875236
5726,Raja Rajeshwari Nagar,1529.0,3.0,51.77,3,3385.8731196860695
5727,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2,4283.397683397683
5728,Raja Rajeshwari Nagar,1450.0,2.0,67.0,3,4620.689655172414
5729,Raja Rajeshwari Nagar,1090.0,2.0,57.0,2,5229.357798165138
5730,Raja Rajeshwari Nagar,945.0,2.0,45.0,2,4761.9047619047615
5731,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2,4280.890253261704
5732,Raja Rajeshwari Nagar,3450.0,7.0,225.0,8,6521.739130434783
5733,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2,3389.7110641296686
5734,Raja Rajeshwari Nagar,1700.0,2.0,86.0,3,5058.823529411765
5735,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2,4881.889763779527
5736,Raja Rajeshwari Nagar,1250.0,2.0,68.0,2,5440.0
5737,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3,4920.6349206349205
5738,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,3389.632107023411
5739,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3,4231.012658227847
5740,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2,3523.809523809524
5741,Raja Rajeshwari Nagar,1021.0,3.0,59.0,3,5778.648383937317
5742,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2,3389.632107023411
5743,Raja Rajeshwari Nagar,1500.0,3.0,88.0,3,5866.666666666667
5744,Raja Rajeshwari Nagar,1168.0,2.0,66.0,2,5650.684931506849
5745,Raja Rajeshwari Nagar,1400.0,2.0,86.0,3,6142.857142857143
5746,Raja Rajeshwari Nagar,1157.0,2.0,65.0,2,5617.9775280898875
5747,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2,3374.7927031509125
5748,Raja Rajeshwari Nagar,1000.0,2.0,50.0,2,5000.0
5749,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3,4242.424242424242
5750,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3,4194.756554307116
5751,Raja Rajeshwari Nagar,1571.0,3.0,53.12,3,3381.285805219605
5752,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2,3389.641434262948
5753,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3,4239.21568627451
5754,Raja Rajeshwari Nagar,1850.0,3.0,98.0,3,5297.2972972972975
5755,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2,3859.6491228070176
5756,Raja Rajeshwari Nagar,6000.0,8.0,215.0,8,3583.3333333333335
5757,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2,3421.0526315789475
5758,Raja Rajeshwari Nagar,510.0,1.0,22.0,1,4313.725490196079
5759,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2,3381.6343723673126
5760,Raja Rajeshwari Nagar,1141.0,2.0,60.0,2,5258.545135845749
5761,Rajaji Nagar,1640.0,3.0,229.0,3,13963.414634146342
5762,Rajaji Nagar,2390.0,3.0,415.0,3,17364.016736401674
5763,Rajaji Nagar,2390.0,3.0,410.0,3,17154.81171548117
5764,Rajaji Nagar,1725.0,3.0,200.0,3,11594.202898550724
5765,Rajaji Nagar,3516.0,4.0,540.0,4,15358.361774744028
5766,Rajaji Nagar,1640.0,3.0,223.0,3,13597.560975609756
5767,Rajaji Nagar,3526.0,4.0,492.0,4,13953.488372093023
5768,Rajaji Nagar,1800.0,4.0,324.0,6,18000.0
5769,Rajaji Nagar,3526.0,4.0,558.0,4,15825.2977878616
5770,Rajaji Nagar,3539.5,2.0,424.5,4,11993.21938126854
5771,Rajaji Nagar,2849.0,5.0,300.0,5,10530.01053001053
5772,Rajaji Nagar,1800.0,3.0,260.0,3,14444.444444444445
5773,Rajaji Nagar,1640.0,3.0,241.0,3,14695.121951219513
5774,Rajaji Nagar,1370.0,2.0,170.0,2,12408.759124087592
5775,Rajaji Nagar,2409.0,3.0,360.0,3,14943.960149439601
5776,Rajaji Nagar,3436.0,6.0,475.0,4,13824.214202561117
5777,Rajaji Nagar,1718.0,3.0,288.0,2,16763.678696158324
5778,Rajaji Nagar,2386.0,3.0,334.0,3,13998.323554065382
5779,Rajaji Nagar,3436.0,6.0,500.0,4,14551.804423748545
5780,Rajaji Nagar,1200.0,2.0,150.0,2,12500.0
5781,Rajaji Nagar,1160.0,1.0,163.0,2,14051.724137931034
5782,Rajaji Nagar,660.0,1.0,75.0,1,11363.636363636364
5783,Rajaji Nagar,1440.0,2.0,170.0,2,11805.555555555555
5784,Rajaji Nagar,2448.0,3.0,400.0,3,16339.869281045752
5785,Rajaji Nagar,1440.0,2.0,185.0,2,12847.222222222223
5786,Rajaji Nagar,1640.0,3.0,230.0,3,14024.390243902439
5787,Rajaji Nagar,2648.0,5.0,251.5,4,9497.73413897281
5788,Rajaji Nagar,3730.0,4.0,370.0,4,9919.571045576407
5789,Rajaji Nagar,1800.0,2.0,250.0,3,13888.888888888889
5790,Rajaji Nagar,3100.0,4.0,550.0,4,17741.935483870966
5791,Rajaji Nagar,3526.0,4.0,598.0,4,16959.727736812252
5792,Rajaji Nagar,1357.0,2.0,130.0,2,9579.955784819454
5793,Rajaji Nagar,2300.0,3.0,369.0,3,16043.478260869566
5794,Rajaji Nagar,1640.0,3.0,220.0,3,13414.634146341463
5795,Rajaji Nagar,2500.0,3.0,350.0,3,14000.0
5796,Rajaji Nagar,1615.0,3.0,175.0,3,10835.913312693498
5797,Rajaji Nagar,1776.0,3.0,190.0,3,10698.198198198199
5798,Rajaji Nagar,2559.0,3.0,403.0,3,15748.339194998047
5799,Rajaji Nagar,1763.0,3.0,262.0,2,14861.032331253546
5800,Rajaji Nagar,1640.0,3.0,220.0,3,13414.634146341463
5801,Rajaji Nagar,1613.0,3.0,150.0,3,9299.442033477992
5802,Rajaji Nagar,1380.0,3.0,130.0,3,9420.289855072464
5803,Rajaji Nagar,2400.0,3.0,320.0,5,13333.333333333334
